usuario_id,qtd_jogos,qtd_avaliacoes
5319564,162,2
5322448,262,22
5333724,234,1
5343625,156,13
5346964,130,2
5350381,17,1
5353494,346,3
5363907,725,1
5373826,217,10
5374186,185,6
5377686,45,3
5378344,285,11
5382845,334,5
5393505,34,11
5400813,321,8
5412624,986,28
5419100,247,6
5421908,386,7
5425540,45,1
5436526,34,2
5445729,209,5
5447471,94,4
5453915,659,9
5462365,108,7
5464345,435,8
5471387,247,2
5477619,126,2
5478235,70,1
5489561,480,5
5521341,154,4
5530734,320,3
5535892,315,6
5540781,245,2
5541662,244,5
5542942,1168,18
5552506,82,12
5571480,144,1
5573245,488,2
5575076,154,7
5581840,223,2
5585569,13,1
5610598,1832,12
5615691,365,7
5643626,250,1
5648618,421,8
5669906,217,20
5670343,430,6
5681560,23,1
5683886,219,2
5690318,75,1
5695806,317,2
5703232,125,5
5708598,158,2
5711112,381,4
5724247,860,2
5739940,14,1
5754507,209,4
5759606,35,2
5765664,395,7
5775702,325,3
5794358,7,1
5797270,292,8
5804627,496,4
5815023,286,14
5831790,222,4
5849731,44,1
5854864,55,1
5873390,278,22
5883832,943,1
5890059,202,1
5900464,231,1
5940435,170,1
5945897,672,2
5947528,760,5
5953299,65,5
5953481,96,1
5962444,95,1
5966689,240,3
5975437,712,4
6032916,239,2
6080333,452,1
6103962,109,1
6160445,133,1
6184244,99,13
6184253,613,5
6185386,247,2
6189036,173,2
6195403,106,13
6265131,138,1
6265197,257,2
6287124,527,9
6307406,307,14
6326683,265,2
6328491,169,30
6429247,467,13
6456869,699,12
6463358,216,2
6476013,33,1
6477178,117,2
6480273,89,2
6491867,115,2
6525452,337,10
6577898,30,1
6657961,385,3
6669458,87,2
6669694,70,2
6676790,409,5
6684395,102,2
6690376,507,10
6736550,22,1
6750731,57,1
6790782,105,1
6802300,416,4
6819880,347,5
6823084,31,3
6846792,780,9
6852731,464,4
6853677,22,1
6855620,163,4
47495,99,1
47503,197,2
50212,516,6
62743,200,3
74738,38,1
81693,473,25
118436,153,6
218549,145,8
270981,336,1
279761,223,1
294091,92,5
316316,265,4
319288,31,2
322758,911,5
329639,628,7
343785,361,13
443147,239,7
467412,340,29
473652,415,13
484924,72,6
502529,424,4
541740,103,2
591700,111,1
653950,361,1
716390,244,3
716985,121,2
751678,370,1
831692,256,5
886438,175,2
922048,309,14
932441,181,7
958841,77,8
1006340,665,5
1013524,42,1
1027225,288,4
1063844,93,1
1096332,575,9
1105423,169,3
1106166,115,1
1109286,144,11
1114758,13,2
1132035,23,9
1212221,23,2
1259409,295,2
1264886,288,20
1334667,107,2
1344622,282,17
1361211,44,1
1413521,221,4
1419930,14,1
1445924,81,3
1449267,118,3
1464877,497,8
1486313,10,1
1505122,212,1
1539292,69,4
1542510,30,5
1554475,219,17
1594768,73,1
1632478,749,6
1655279,449,12
1659872,422,3
1675316,67,3
1699855,199,2
1701380,165,5
1709707,72,2
1725726,194,1
1730623,98,5
1747964,289,1
1770515,191,11
1806953,97,1
1862696,33,1
1877037,65,2
1974629,130,2
2010725,32,1
2017344,306,47
2030539,12,3
2033269,112,1
2035232,69,2
2037031,211,4
2095173,908,2
2106223,31,1
2122194,28,1
2129292,183,5
2137553,205,5
2159023,230,2
2159498,33,1
2164252,353,10
2178508,49,3
2225378,314,9
2263567,114,5
2275390,343,2
2280260,55,2
2281371,52,1
2291455,78,2
2328248,98,5
2335155,154,4
2354902,160,2
2363090,474,3
2369828,13,2
2391603,319,1
2394619,63,2
2404902,92,2
2434553,123,4
2447887,418,2
2464137,28,1
2473438,65,5
2475328,61,1
2483257,380,4
2488304,269,21
2494341,91,3
2508036,90,3
2512495,43,2
2521437,17,1
2536876,155,11
2560402,79,2
2568176,112,1
2573795,112,7
2580902,85,7
2582352,65,1
2595000,72,2
2603967,140,2
2609584,353,34
2611935,253,1
2615297,192,4
2618217,320,3
2635511,222,2
2641306,29,1
2643623,36,5
2644324,832,17
2650895,251,7
2657536,70,3
2670364,162,1
2693239,193,3
2705858,90,3
2728821,103,1
2732347,94,4
2735092,62,1
2753574,162,11
2759229,57,7
2768963,402,4
2806468,258,1
2808421,120,4
2836106,7,1
2883019,143,1
2884209,32,1
2885294,110,12
2890323,117,12
2891803,118,3
2891928,83,1
2912016,1686,24
2915320,184,2
2917410,114,9
2920580,23,1
2924437,182,9
2948825,542,5
2959969,457,5
2989546,22,1
3016988,139,42
3036256,40,4
3037427,24,1
3042620,40,2
3049769,124,4
3052268,75,3
3075789,87,1
3085421,3,1
3092508,4,1
3095770,117,3
3103717,49,1
3120474,93,7
3140044,178,8
3145781,65,7
3148340,41,1
3183076,130,6
3192665,179,7
3238014,182,2
3274200,60,2
3284874,37,1
3305363,47,1
3306253,263,6
3355258,39,7
3360822,49,1
3369475,351,2
3382240,173,1
3395252,87,6
3396398,8,1
3406465,6,4
3409206,42,2
3432039,162,3
3457895,286,4
3511372,96,2
3512900,34,1
3530445,193,3
3532618,74,13
3560512,199,12
3594741,60,3
3595850,154,4
3641304,251,15
3663514,30,2
3681187,70,7
3691919,4,1
3700196,25,3
3713280,254,3
3713827,207,6
3728084,9,1
3752879,53,3
3759116,114,1
3759737,61,4
3766917,152,8
3786868,30,1
3802275,78,1
3830088,202,6
3830980,237,4
3842251,64,5
3845989,111,2
3866750,114,10
3877317,57,3
3885534,25,1
3893183,74,1
3908777,124,5
3919477,80,3
3923503,138,5
3955486,40,1
3962547,222,3
4029857,58,2
4030435,86,1
4036043,5,1
4040576,50,1
4061060,108,1
4065556,174,9
4067772,106,3
4074959,107,18
4113961,149,3
4119455,33,1
4133501,58,2
4139882,28,1
4171765,41,3
4192499,8,1
4213036,9,1
4231337,83,4
4234612,142,1
4236377,2442,18
4246526,46,1
4248238,104,2
4248853,25,4
4251272,59,3
4299882,119,5
4299936,254,8
4302789,71,2
4321802,25,1
4324079,90,3
4324967,123,2
4329726,26,2
4337995,120,1
4346862,48,2
4401039,76,11
4417106,101,1
4468903,14,1
4481253,6,1
4491241,113,3
4495305,103,3
4502048,67,2
4509336,74,3
4514576,69,2
4551973,39,2
4553131,139,3
4573150,8,1
4578498,5,1
4585483,82,7
4610812,7,1
4626969,204,7
4639159,24,2
4662405,248,1
4668821,45,2
4674142,9,1
4683088,74,2
4690394,22,1
4698706,18,2
4699875,41,1
4731624,30,2
4754825,8,1
4762990,14,2
4768189,12,1
4768603,23,3
4798729,47,13
4821245,114,1
4825113,129,3
4828908,108,4
4854488,83,12
4856969,37,2
4873699,32,1
4881071,42,2
4888291,4,1
4905748,77,20
4911785,137,3
4932240,54,2
4935302,12,2
4938017,251,3
4958114,72,1
4971632,23,1
4999953,29,5
5025217,398,4
5035845,26,1
5038006,44,4
5038296,41,8
5041921,31,3
5051898,7,1
5064800,10,2
5074757,63,1
5127306,32,3
5129703,22,3
5144932,365,8
5154284,64,4
5164790,842,22
5170268,69,5
5179147,48,15
5191918,24,1
5193074,111,4
5197867,128,3
5205542,64,8
5209845,43,2
5451016,20,1
5935325,119,3
5997220,16,1
6005418,31,1
6019631,23,2
6023076,122,20
6024380,4,1
6029868,13,1
6045609,139,9
6058611,49,2
6071184,8,1
6084876,14,1
6087527,49,1
6109647,432,39
6141101,0,1
6176386,13,1
6179453,39,3
6187726,22,1
6192565,148,33
6207608,4,1
6221088,21,2
6251246,98,2
6277735,197,12
6282248,14,1
6293043,65,9
6293589,15,1
6301636,79,4
6305460,94,1
6308087,85,1
6308092,56,2
6329349,57,10
6340876,53,5
6367072,44,1
6370243,38,4
6374561,11,1
6383873,358,19
6394007,172,1
6413229,38,1
6428201,7,1
6442911,68,15
6475183,27,1
6486593,93,5
6508405,13,1
6510780,72,4
6521851,37,1
6526506,63,5
6529974,38,1
6534087,25,3
6550795,15,2
6555672,26,2
6557865,121,4
6558389,7,1
6559907,12,1
6565539,31,1
6578877,53,2
6583677,38,1
6589562,118,6
6634050,56,1
6634140,21,3
6645309,58,2
6665214,94,2
6692315,24,1
6731236,75,4
6759750,34,1
6780952,144,19
6781537,16,1
6787985,52,1
6792702,25,1
6792985,25,3
6814144,24,2
6866491,19,1
6912504,12,1
6915355,21,2
12156,195,2
17578,138,3
19697,30,5
26747,24,1
37816,22,1
42475,15,3
56973,78,1
60607,32,3
75561,5,1
84211,105,1
89499,15,1
121648,11,1
132605,23,1
147354,40,1
148304,80,1
161505,11,2
164305,5,1
203326,40,2
215600,66,2
221737,40,1
238915,47,2
241243,13,3
241392,99,22
241694,63,6
247382,10,1
250046,24,8
273220,72,1
292693,39,2
313269,4,1
347015,8,4
348500,11,1
368617,4,1
369930,20,1
370765,36,8
380581,28,2
394994,24,1
399084,164,2
424829,57,1
431958,13,2
442952,149,18
470616,9,1
491195,50,1
515361,23,1
525790,21,1
536937,85,18
552191,111,1
556566,15093,6
575565,41,2
581334,108,5
581966,18,1
623465,9,1
635756,47,8
638408,3,1
642060,69,5
646187,64,1
646951,14,2
654799,5,1
659722,34,1
682093,51,2
703905,30,1
705374,45,4
718976,9,1
721486,4,1
721764,33,2
750064,88,1
753230,12,2
755893,56,2
785034,14,2
788459,18,4
815975,31,2
826152,7,1
829533,79,7
868897,10,1
869768,0,1
875826,41,1
876937,10,3
879228,15,1
885330,7,1
897121,42,2
897370,7,2
898378,34,1
903200,24,1
905546,37,4
910862,3,1
927845,12,1
941993,63,1
969430,41,3
981324,4,2
984863,22,1
986441,11,1
995445,44,2
997075,14,2
1010362,45,2
1016742,67,2
1016866,93,10
1019305,16,1
1037620,26,1
1041377,11,4
1045749,14,1
1046491,11,1
1048211,38,10
1072304,14,2
1074412,114,1
1078859,19,3
1082541,6,1
1085566,3,1
1086169,4,1
1105447,44,4
1110446,76,13
1115859,35,2
1118894,83,9
1130539,39,4
1131072,4,1
1131331,17,2
1139194,25,2
1153067,74,1
1176260,0,1
1176940,9,2
1189761,54,2
1191439,11,2
1201290,29,3
1212898,6,2
1215771,0,1
1218074,15,5
1231480,10,1
1235723,39,1
1253411,63,17
1257709,19,2
1261332,14,4
1284563,3,3
1285420,13,1
1286562,47,4
1294626,33,1
1304544,8,1
1313344,0,1
1321485,6,1
1339505,4,1
1342018,33,2
1347068,10,2
1350676,5,1
1354912,19,1
1365139,0,1
1367623,30,6
1368458,18,1
1369932,12,1
1382809,15,3
1394968,2,1
1401957,5,1
1412506,31,3
1438513,9,3
1446055,10,4
1485391,27,4
1508094,17,2
1521946,18,1
1540584,21,1
1540930,28,3
1561256,11,2
1592137,11,1
1606078,2,1
1618893,12,2
1622848,17,1
1630752,8,1
1634897,3,1
1635220,52,2
1638014,84,4
1661513,4,1
1670962,8,1
1686851,28,1
1699367,23,1
1707222,62,6
1715791,31,1
1722117,6,2
1745172,17,1
1749412,20,6
1754896,9,1
1761521,18,2
1770760,28,2
1775197,3,1
1784789,14,2
1785972,39,1
1786706,9,1
1815006,10,2
1822332,45,1
1823519,61,4
1833767,50,2
1835413,12,1
1851089,2,1
1868828,2,1
1873212,4,1
1873550,15,1
1880205,16,1
1884907,12,2
1898388,15,2
1908050,7,1
1910689,59,5
1916978,12,1
1931234,0,1
1944121,16,5
1957223,14,1
1961520,9,3
1984191,6,1
1993020,10,1
1994852,8,1
1997120,5,2
1998841,8,1
2003051,3,1
2005955,4,1
2008523,11,3
2032600,7,1
2050805,26,6
2066632,3,1
2075156,5,1
2131203,3,1
2134204,41,1
2154977,8,1
2167485,29,1
2179794,5,1
2180353,53,1
2190999,16,1
2197155,8,1
2198455,3,1
2200495,9,1
2227896,0,1
2232244,7,1
2242979,2,1
2255049,5,1
2258027,0,1
2258739,3,1
2296264,3,1
2308317,2,1
2312074,6,1
2312389,3,1
2313589,0,1
2315584,2,1
2316326,0,1
2317230,12,2
2317872,7,3
5616013,416,14
2506588,180,25
3459227,422,49
3878711,412,1
4156045,31,3
4444766,274,9
4663107,86,1
5193588,389,1
5375342,256,1
6534967,311,1
6644787,119,4
6727115,204,4
67479,229,6
84989,704,7
193269,700,48
255711,197,1
338074,106,3
487315,198,2
564353,186,1
1171706,56,2
1531715,88,1
2019043,2040,4
2020719,316,8
2110082,109,1
2328770,482,2
2395926,10,1
2411712,448,10
2640863,577,1
2644991,2123,12
2707139,4453,7
2716794,812,1
2717738,117,4
2723475,588,13
2741601,369,1
2800790,52,1
2826545,529,15
2865722,310,17
2913967,182,1
3051847,100,1
3131684,143,2
3154684,355,1
3170545,432,8
3215585,131,2
3314646,839,2
3357043,221,27
3377998,200,6
3417721,407,1
3424306,1184,31
3428357,276,26
3451339,674,6
3468039,225,2
3487408,1266,32
3502446,180,2
3516340,479,24
3531239,160,3
3609586,769,8
3885274,168,1
3961623,55,1
4001279,355,3
4002928,416,2
4113943,530,19
4184825,179,3
4193545,344,8
4263796,558,6
4339201,44,2
4355273,141,4
4382891,530,1
4473232,246,1
4491691,818,25
4532126,51,4
4597237,345,13
4613425,918,5
4658300,810,5
4658816,272,6
4660770,138,1
4667265,78,2
4667280,269,9
4693792,597,1
4727246,85,4
4785613,464,2
4821322,272,1
4842711,333,1
4900229,585,21
4902821,267,4
4914280,229,5
4927159,420,1
4965881,850,12
4975768,426,3
4989564,104,4
5004907,492,7
5043692,196,9
5047869,162,3
5052522,136,4
5057470,338,49
5112411,661,13
5128090,54,3
5137224,240,8
5152165,425,2
5163524,211,2
5168268,423,4
5178885,192,6
5189119,929,2
5212309,524,3
5246892,103,2
5254107,597,1
5264702,387,18
5267886,278,7
5286811,163,6
5290826,127,1
5295098,158,3
5296080,236,1
5302683,164,3
5312402,618,10
5315358,1094,4
5319108,1019,11
5326140,169,2
5334874,251,4
5335715,42,5
5340607,203,3
5347664,374,7
5355987,252,4
5358417,482,2
5362256,136,2
5368832,133,1
5371032,372,63
5378512,481,3
5397276,287,1
5398081,358,18
5402542,108,5
5419539,585,2
5454371,468,15
5469226,118,6
5474607,138,2
5476987,75,1
5479043,126,4
5481045,9,1
5483843,399,16
5498837,158,3
5499811,224,7
5501949,131,4
5505867,319,5
5524909,41,1
5532437,259,12
5534408,501,1
5542813,31,1
5562841,50,1
5567549,103,1
5567602,371,19
5576479,75,1
5580899,275,1
5589086,486,28
5590656,225,2
5596770,172,2
5602536,231,13
5605014,164,1
5609023,541,28
5617466,141,3
5618224,168,2
5619849,84,1
5621919,518,13
5638447,440,6
5644541,379,6
5646341,521,3
5647294,396,9
5657619,497,3
5680722,510,3
5684985,185,1
5709657,126,2
5722891,231,4
5723388,60,1
5726335,324,12
5729336,190,3
5729378,219,8
5740665,137,4
5743470,146,1
5747321,8,1
5748580,158,14
5749320,45,1
5770240,221,3
5776232,277,6
5801530,304,3
5819832,366,7
5826770,142,3
5832192,77,12
5834268,418,12
5841785,339,13
5865042,210,2
5871419,283,12
5918489,189,2
5928663,120,1
5937505,318,1
5939151,124,2
5944943,182,7
5955001,70,2
5957747,64,1
5971565,235,2
5976126,186,10
5993654,261,19
6051145,573,18
6069364,185,2
6088220,164,1
6105788,178,21
6111959,356,7
6123203,1332,3
6128811,13,1
6136144,155,5
6136244,89,1
6147256,278,3
6188198,292,10
6208224,165,4
6220242,105,3
6227357,152,1
6229883,369,14
6241020,217,1
6260259,108,3
6274260,37,1
6286890,37,4
6341624,85,2
6348673,813,19
6359465,194,1
6387958,17,2
6403286,109,2
6415853,172,6
6472570,132,6
6504015,509,14
6548833,156,5
6560703,167,1
6630105,172,1
6634860,151,2
6642173,748,6
6647719,40,1
6660096,913,1
6663492,206,10
6672923,57,3
6703983,262,2
6708372,35,1
6712057,72,2
6714754,214,3
6726048,290,8
6727198,120,1
6737291,300,16
6756879,401,18
6776890,12,1
6782205,207,5
6786325,441,6
6809188,323,2
6813460,336,6
6843956,22,1
6855805,622,2
6860618,83,3
6867563,97,1
6868134,5,1
6912436,98,1
6916225,9,1
14515,183,3
23803,442,5
39242,147,6
60597,326,5
85863,50,1
122865,25,1
123897,82,5
184095,393,11
214906,84,4
258123,151,10
287028,118,2
327835,94,2
347948,34,1
382498,136,1
385229,138,14
393088,347,11
410706,185,2
421877,205,6
432991,172,1
478713,125,1
492144,106,2
495163,161,5
576601,199,3
608115,301,3
642154,131,4
730300,263,20
764127,33,2
788249,243,9
861199,221,1
876629,408,5
882821,480,13
898148,20,2
900214,215,1
958043,56,1
1003167,54,1
1072567,100,3
1075870,85,2
1098207,409,3
1107498,145,3
1150596,10,1
1170610,130,2
1324738,44,1
1372786,105,1
1414543,110,1
1416099,122,4
1436851,30,1
1451272,216,2
1457841,183,2
1466736,1071,11
1558872,286,21
1581795,12,1
1584374,229,1
1602231,35,1
1629065,6033,2
1696744,266,5
1699113,41,1
1747095,332,15
1750841,198,1
1760540,134,2
1763190,673,4
1840459,87,1
1851378,145,9
1894189,236,2
1901051,112,3
1919081,427,14
1963746,391,13
1973601,115,2
1973771,187,2
1976557,134,1
2016558,26,1
2017950,36,1
2029185,150,7
2035494,98,2
2037615,47,1
2044958,83,5
2075634,100,4
2085042,199,1
2092045,30,1
2097625,180,10
2104448,118,3
2126552,109,1
2132252,57,1
2150573,1188,23
2156619,215,4
2163733,209,2
2226838,94,3
2228521,143,1
2238537,50,6
2238733,219,2
2277086,56,2
2280573,34,2
2300887,99,6
2301337,652,5
2324212,88,1
2333734,281,1
2336266,183,7
2345030,134,1
2371199,9,1
2378363,231,12
2396603,221,2
2398033,56,3
2398255,18,1
2411112,14,1
2428433,247,44
2444670,92,1
2481715,42,2
2485608,179,2
2512693,77,3
2525082,210,1
2528631,114,1
2533784,277,13
2545094,77,6
2546890,143,7
2547238,49,3
2569145,16,2
2592604,311,10
2639266,300,7
2649481,309,5
2695452,61,1
2718757,119,6
2731432,868,52
2734748,54,7
2763313,62,1
2763534,162,1
2769746,159,2
2771916,133,15
2775509,46,2
2784276,118,8
2796909,114,9
2811797,136,2
2821868,289,21
2832519,185,1
2839977,22,1
2858476,50,5
2861079,8,1
2875866,553,5
2908756,296,18
2912424,71,2
2916215,97,1
2917550,185,23
2920115,234,1
2922818,115,5
2941746,96,1
2953677,54,1
2959368,12,1
2962119,312,1
2966824,181,10
2988314,28,1
2992014,31,1
2999028,85,14
3000191,128,25
3030437,265,4
3032476,62,4
3047470,282,4
3061777,44,6
3063164,361,5
3064267,141,1
3064471,99,1
3068026,71,1
3074170,140,4
3081502,655,40
3086761,12,1
3096572,51,1
3096707,268,1
3098970,368,18
3099500,99,2
3121994,613,51
3126927,236,8
3133310,110,5
3143435,32,6
3144586,145,4
3147973,195,6
3151546,80,1
3155656,21,2
3210648,167,3
3224179,23,3
3253202,38,1
3275618,117,3
3280882,36,1
3281181,174,3
3296308,36,3
3299696,134,17
3417891,25,1
3425301,233,9
3434026,13,2
3444161,29,2
3444531,69,5
3445371,209,3
3448321,154,5
3449391,14,1
3454692,333,7
3458818,310,5
3459779,144,9
3468774,83,4
3493699,297,1
3527107,47,3
3530023,38,1
3538708,39,6
3540121,116,15
3546253,66,3
3569905,19,1
3572868,29,2
3580614,20,1
3582717,33,1
3589762,41,1
3592208,43,2
3601450,145,2
3604516,316,2
3609212,157,8
3634494,8,1
3639415,122,4
3658539,114,2
3663288,60,3
3670806,150,8
3682355,42,1
3688780,141,1
3705338,33,2
3707745,106,1
3728724,158,6
3738037,78,2
3741144,15,1
3762355,181,9
3765906,201,5
3767715,60,1
3774506,48,1
3780715,89,1
3816778,5,1
3846296,50,4
3854164,10,1
3858736,2375,6
3917415,47,3
3982176,194,6
3984828,149,1
3990401,85,3
3991926,23,1
3998430,146,6
4017500,167,2
4024553,49,3
4028212,137,1
4047838,3,1
4090200,187,4
4094790,69,9
4116770,89,1
4126525,38,2
4134259,132,2
4144524,15,2
4144533,44,2
4146739,300,1
4146799,31,5
4150021,142,2
4160820,236,20
4164106,139,10
4168647,172,7
4203200,73,10
4205790,229,4
4225264,44,4
4236108,35,1
4261128,134,2
4268743,52,1
4295465,164,11
4307023,21,1
4343356,45,3
4350738,47,6
4368006,65,12
4384747,109,3
4385383,202,2
4385986,58,2
4393707,46,2
4407360,48,4
4419235,183,6
4422783,36,2
4431705,42,1
4440823,114,6
4443563,81,3
4444783,249,9
4459388,70,14
4463478,17,2
4485608,47,4
4501768,14,1
4509666,88,4
4511457,4,1
4513204,18,1
4527607,10,1
4540637,58,3
4552196,44,3
4558075,15,1
4559247,25,1
4566774,9,1
4571378,211,13
4578565,70,6
4614599,100,4
4621595,122,2
4626467,12,2
4644562,17,2
4654379,60,4
4655842,35,1
4663172,39,1
4665012,75,8
4677175,3,1
4682339,54,6
4692535,25,3
4746202,63,6
4752736,60,14
4787300,85,2
4793407,52,5
4796426,57,3
4816555,16,2
4826282,357,10
4833140,14,2
4838485,60,5
4844284,296,6
4852750,51,4
4872960,56,2
4884920,22,3
4911298,21,1
4913190,65,3
5005506,11,2
5014144,24,1
5025882,183,1
5032045,15,1
5036006,6,2
5055477,28,4
5061646,172,2
5094260,27,7
5102525,152,7
5112553,81,1
5146938,134,6
5150021,1131,11
5158499,3,1
5191113,97,11
5201780,19,6
5211009,20,1
5224415,274,3
5233591,114,19
5250397,2,1
5998479,86,6
6005923,184,11
6016006,61,1
6023789,17,1
6033984,20,1
6041849,122,4
6045809,177,2
6054623,41,8
6119352,60,1
6143186,42,5
6164577,265,1
6166559,199,3
6182545,70,4
6191028,119,3
6220883,16,4
6221969,45,3
6225884,12,2
6241029,45,1
6242775,287,7
6250325,11,4
6272939,9,3
6292395,25,4
6301796,68,1
6306197,38,2
6313531,24,1
6315124,13,1
6319511,26,1
6321330,56,7
6342144,128,1
6342761,57,1
6359289,14,1
6375394,0,1
6381160,87,18
6392563,121,15
6417612,37,4
6422118,37,9
6443793,20,4
6446093,7,1
6464005,57,11
6477176,30,2
6480923,60,2
6499188,8,2
6499894,27,1
6546340,37,2
6546390,34,2
6560385,36,1
6569487,8,1
6573128,23,5
6586857,17,1
6607504,59,6
6609597,14,1
6610348,48,4
6623560,46,1
6633162,30,1
6633799,21,5
6646284,11,1
6651040,110,4
6653100,18,2
6688489,19,3
6762136,22,1
6776690,23,7
6784326,18,2
6785491,13,1
6822249,6,1
6826424,21,1
6850433,50,1
6860064,48,1
6863986,26,1
6872781,6,1
6887776,40,4
4445,45,1
8628,30,2
37706,26,5
52923,48,1
67989,12,3
73641,26,2
77500,14,2
116129,4,1
117798,128,1
133915,38,9
172780,5,2
177153,8,1
185699,122,10
186661,18,1
189893,32,1
193642,39,1
201873,107,1
213849,41,2
224863,66,6
227973,19,1
252179,22,2
253050,30,2
260849,172,7
265465,7,2
282716,21,3
293376,8,1
301623,57,1
308438,9,1
340373,72,1
392529,49,1
396655,84,2
397319,90,5
399247,28,4
401072,37,4
409172,39,1
411218,4,1
426859,34,4
437840,2,1
450577,34,3
451193,74,1
453911,16,1
466790,59,1
469694,221,18
486521,257,4
520333,95,12
557968,34,2
588369,56,1
590754,3,1
615573,23,4
624680,21,1
625273,50,1
636670,63,7
639157,33,3
721109,2,1
738985,19,1
745261,35,4
787052,13,1
789820,175,3
795461,21,3
808279,12,4
822842,36,6
825566,20,1
838093,25,2
846626,153,2
848486,3,1
853910,193,1
858387,32,3
869920,122,1
876235,8,1
879864,36,3
882234,9,2
888974,16,2
914011,4,2
918410,153,2
939269,9,1
943585,9,1
948472,20,3
966810,15,1
971240,17,1
992509,20,6
993263,9,1
1005338,57,3
1018362,2,1
1039974,48,1
1045597,14,1
1046223,30,1
1046736,33,2
1057193,3,1
1060157,12,2
1062160,22,1
1069272,4,1
1069390,15,1
1069423,14,2
1086010,38,10
1088831,22,1
1089159,20,2
1090927,9,2
1095955,16,1
1096281,23,6
1099893,58,1
1101967,24,3
1102207,23,2
1135246,38,1
1147290,31,4
1164475,12,2
1167767,9,1
1173555,99,1
1179168,56,8
1184049,2,1
1233199,11,1
1237598,35,1
1237873,27,3
1239143,18,2
1251219,35,9
1252298,23,2
1263132,24,1
1276961,17,2
1295825,20,1
1300387,21,1
1303072,8,1
1303974,41,2
1306078,21,1
1310296,12,6
1317159,119,3
1320085,66,17
1323734,17,2
1333256,5,1
1337709,6,1
1339146,9,1
1342510,46,3
1346482,4,1
1352762,23,1
1371065,15,1
1376220,69,4
1394350,25,7
1402417,48,3
1421868,8,2
1427598,13,1
1442373,19,1
1443793,9,2
1447284,39,3
1452460,3,2
1489587,22,2
1498610,13,1
1504381,53,3
1506035,13,1
1521912,29,8
1524789,83,2
1552613,3,1
1553181,4,1
1554902,19,1
1557240,52,6
1557401,14,3
1594555,5,1
1602471,16,1
1629172,11,1
1635990,37,8
1637552,12,1
1646469,8,1
1656874,6,2
1665593,10,4
1681428,2,1
1690708,37,1
1694435,5,1
1696207,13,1
1717786,12,1
1725415,0,1
1726592,19,1
1729981,3,2
1732653,3,1
1757410,6,1
1765076,14,3
1776779,34,1
1777604,11,1
1781834,7,1
1791171,10,2
1791377,18,1
1792236,37,1
1797263,57,2
1801207,8,2
1813077,12,1
1825766,5,1
1829988,8,1
1860074,10,1
1866417,22,2
1867473,8,2
1867981,17,1
1879947,20,5
1896409,12,1
1896804,18,1
1902307,6,2
1909828,12,1
1911072,2,1
1921694,11,3
1930242,7,1
1943977,12,2
1945382,36,1
1951888,4,1
1957580,4,1
1965117,17,2
1972097,22,2
1975174,35,4
1996544,12,1
1997525,7,1
2003951,17,2
2016640,3,1
2052321,16,1
2065092,2,1
2077553,36,6
2109595,24,4
2132774,0,1
2167569,18,1
2167812,9,1
2169686,2,1
2169945,10,1
2171745,4,1
2185115,3,2
2185347,0,1
2194570,2,1
2195155,10,1
2200872,4,1
2206509,3,1
2209095,4,2
2210109,5,2
2220005,6,2
2233956,39,1
2240052,2,1
2245348,5,3
2246203,17,2
2247143,2,1
2261084,9,1
2268008,7,3
2273333,7,1
2294403,8,1
2296759,5,1
2297862,18,5
2299713,6,2
2309450,7,2
2311440,8,1
2312010,5,1
2314228,7,1
1988552,112,3
4643112,216,4
6761704,228,5
3238368,416,5
3606794,385,5
4905348,229,1
4999390,418,5
5254942,2337,25
5292396,74,2
5558404,124,4
5647328,518,1
5726234,408,1
5988886,523,39
6050990,470,2
6669633,2219,19
6898482,1695,1
17263,140,7
59204,260,3
105468,783,1
430591,535,1
468747,30,2
505833,520,1
673787,18,2
717482,164,5
728953,565,7
1281934,464,1
1342443,629,15
1492812,159,1
1665085,322,8
1692277,103,1
1777309,66,6
2130772,267,5
2208966,122,1
2252050,197,16
2450075,54,2
2572218,1333,6
2691453,216,9
2698977,667,32
2931480,487,1
2972406,564,14
2998314,207,2
3041480,853,2
3064127,259,3
3064976,254,22
3219213,264,8
3262516,399,10
3299280,375,6
3420480,465,8
3477614,176,1
3478850,614,7
3527201,733,19
3582030,318,1
3623658,95,1
3660366,608,2
3711235,176,6
3817654,65,1
3841473,61,2
3965404,22,2
3972155,38,1
3986724,230,3
4092213,612,24
4097550,205,3
4146173,544,2
4159145,321,3
4221597,159,3
4305697,205,1
4313649,94,2
4327945,81,1
4363353,642,7
4387401,270,1
4495569,999,15
4529436,303,16
4568295,278,6
4568846,90,7
4583549,153,1
4624233,1024,4
4659435,202,4
4677077,336,26
4690237,84,1
4731210,252,2
4750448,114,1
4763289,1210,1
4835650,389,1
4862826,94,1
4876454,117,1
4878292,231,9
4885568,116,5
4886772,676,6
4931988,60,2
4950528,231,9
4950734,453,3
4996791,629,6
5010373,8,1
5016957,116,1
5033099,160,1
5038247,163,1
5063968,246,31
5105723,114,10
5110897,144,1
5137633,446,1
5138119,1031,2
5155270,128,7
5156061,46,3
5204646,106,10
5222867,69,1
5248147,715,8
5264417,117,8
5267373,313,5
5268570,404,22
5270217,678,19
5279197,85,2
5290457,276,2
5291993,137,1
5294332,163,5
5311368,27,3
5313124,201,2
5330822,65,1
5338274,326,6
5338516,233,39
5342664,367,5
5352088,301,1
5352669,164,3
5384602,53,6
5413106,391,2
5413966,78,1
