jogo_id,titulo,data_lancamento,win,mac,linux,avaliacao,feedback_positivo,qtd_avaliacoes,preco_final,preco_original,desconto,descricao,tags
582160,Assassin's Creed® Origins,2017-10-26,True,False,False,Very Positive,86,78755,59.99,59.99,0.0,"ASSASSIN’S CREED® ORIGINS IS A NEW BEGINNING *The Discovery Tour by Assassin’s Creed®: Ancient Egypt is available now as a free update!* Ancient Egypt, a land of majesty and intrigue, is disappearing in a ruthless fight for power.","['Open World', 'Assassin', 'Action', 'RPG', 'Stealth', 'Adventure', 'Parkour', 'Historical', 'Singleplayer', 'Third Person', 'Story Rich', 'Action RPG', 'Exploration', 'Atmospheric', 'Multiplayer', 'Sandbox', 'Great Soundtrack', 'Illuminati', 'Walking Simulator', 'Heist']"
657280,Rytmik Studio,2017-11-15,True,True,False,Very Positive,87,237,29.99,29.99,0.0,"Rytmik Studio is a music creation software based around a beautifully simple, yet wonderfully powerful concept. It’s flexible, instant and fun. Create a basic melody in a few steps, compose a great song in a few minutes, and show your musical flare with a whole range of instruments and effects.","['Utilities', 'Audio Production', 'Early Access', 'Music', 'Game Development', 'Indie', 'Software']"
765410,Bean Battles,2018-08-22,True,False,False,Very Positive,94,5671,0.49,0.99,50.0,"A unique take on the popular genre of battle royales. Multiple fast pace rounds that rewards kills just as much as being the last alive. Team up, take revenge, and be the last bean standing.","['Action', 'Indie', 'Violent', 'Multiplayer', 'Battle Royale', 'Shooter', 'Great Soundtrack', 'Memes', 'Dating Sim', 'NSFW', 'Story Rich', 'Horror', 'God Game', 'Epic', 'Family Friendly', 'Funny', 'Difficult', 'FPS', 'Atmospheric', 'Walking Simulator']"
841190,Honey I Joined a Cult,2022-11-03,True,False,False,Mostly Positive,79,984,21.99,21.99,0.0,"It's time to start working towards that ultimate goal of enlightenment, faith and money…lots and lots of money! Become the ultimate tycoon - create, customise, and manage your own cult whilst listening to funky music. Welcome to Honey, I Joined a Cult!","['Simulation', 'Base Building', 'Resource Management', 'Management', 'Illuminati', 'Strategy', 'Sandbox', 'Funny', 'Faith', 'Comedy', 'Building', 'Political Sim', 'Colony Sim', 'Singleplayer', 'Pixel Graphics', 'Psychological', 'God Game', 'Dark Humor', '2D', 'Dark Comedy']"
367120,Seduce Me the Otome,2015-06-04,True,True,True,Very Positive,86,2149,0.0,0.0,0.0,"A romantic comedy visual novel centered around a girl named Mika Anderson, who gets entangled in the affairs of incubi.","['Free to Play', 'Nudity', 'Otome', 'Visual Novel', 'Dating Sim', 'Female Protagonist', 'Anime', 'Romance', 'Sexual Content', 'Mature', 'Simulation', 'Singleplayer', 'Casual', 'Choices Matter', 'Fantasy', 'Story Rich', 'Demons', 'Indie', 'Comedy', 'Great Soundtrack']"
467760,Trapper's Delight,2018-03-06,True,True,False,Very Positive,92,223,7.99,7.99,0.0,In Trapper's Delight players compete to construct deadly labyrinths and then try to escape in one piece. Lure your friends into your deadly trap in local and online multiplayer or test your skills in singleplayer challenges.,"['Strategy', 'Action', 'Casual', 'Local Multiplayer', 'Building', 'Comedy', 'Multiplayer', 'Level Editor']"
542770,Castle Must Be Mine,2018-07-13,True,False,False,Very Positive,90,227,15.99,15.99,0.0,"Castle Must Be Mine is a KingdomRush-like tower defense game. But developed for VR. In addition to constantly collecting Coins to building and upgrading defensive towers, also need to make full use of all kinds of skills and props to stop the ""enemies"" into your castle.","['Strategy', 'Casual', 'Indie', 'Tower Defense', 'VR', 'Simulation', 'Early Access']"
581270,Old Man's Journey,2017-05-17,True,True,False,Very Positive,88,2026,3.99,7.99,50.0,"Old Man’s Journey, a soul-searching puzzle adventure, tells a story of life, loss, and hope. Interacting with the world around you, you'll shape the landscape to create the old man's path forward. Experience heartache and hope as you embark on a heartfelt journey through a sunkissed world.","['Adventure', 'Casual', 'Indie', 'Puzzle', 'Point & Click', 'Atmospheric', 'Hand-drawn', 'Great Soundtrack', 'Story Rich', '2D', 'Stylized', 'Colorful', 'Singleplayer', 'Drama', 'Family Friendly', 'Interactive Fiction', 'Exploration', 'Mystery', 'Cartoon', 'Short']"
583270,Cosmic Express,2017-03-16,True,True,True,Very Positive,94,321,9.99,9.99,0.0,Plan the train route for the universe's most awkward space colony!,"['Difficult', 'Cute', 'Puzzle', 'Trains', 'Space', 'Relaxing', 'Strategy', '3D', 'Surreal', 'Casual', 'Abstract', 'Cartoony', 'Colorful', 'Minimalist', 'Stylized', 'Family Friendly', 'Atmospheric', 'Beautiful', 'Cartoon', 'Aliens']"
589530,Hakuoki: Kyoto Winds,2017-08-24,True,False,False,Very Positive,92,1267,9.99,9.99,0.0,"Romance 12 handsome warriors and the samurai of the Shinsengumi, uncover their dark secrets, and conquer your demons in this historical fantasy visual novel! Your narrative choices unlock multiple branching storylines and 30 different endings!","['Visual Novel', 'Otome', 'Female Protagonist', 'Adventure', 'Anime', 'Historical', 'Romance', 'Story Rich', 'Dating Sim', 'Cute', 'Violent', 'Multiple Endings']"
597180,Old World,2022-05-18,True,True,True,Mostly Positive,79,1836,39.99,39.99,0.0,"Old World is a revolutionary new historical strategy game where you lead your dynasty over generations of rule against rival kings and queens. Wage massive wars, manage your court, and build a dynasty — or watch your empire crumble to dust. What legacy will you leave behind?","['Strategy', 'Simulation', 'Grand Strategy', 'Historical', '4X', 'Turn-Based Strategy', 'War', 'Management', 'Tactical', 'Sandbox', 'Moddable', 'Military', 'Singleplayer', 'Multiplayer', 'Co-op', 'Economy', 'Diplomacy', 'Alternate History', 'Replay Value', 'Turn-Based']"
620220,Catmaze,2018-05-24,True,True,True,Very Positive,85,426,9.99,9.99,0.0,"Catmaze is a fairy metroidvania inspired by Slavic myths. Age-old tales will come to life in the unforgettable adventure of Alesta, a sorceress whose courage guides her through mysterious paths and dark forests in search of the lost road to Nav, the world of the dead.","['Metroidvania', '2D Platformer', 'Character Action Game', 'Action-Adventure', 'Female Protagonist', '2D', 'RPG', 'Cute', 'Historical', 'Narration', 'Multiple Endings', 'Side Scroller', 'Story Rich', 'Exploration', 'Pixel Graphics', 'Action', 'Anime', 'Colorful', 'Fantasy', 'Atmospheric']"
622680,Mayhem in Single Valley,2021-05-20,True,False,False,Very Positive,86,123,14.99,14.99,0.0,"In this fast-paced, puzzle-loaded action adventure, you’ll juggle housework, zombie hordes, family dinners and radioactive squirrels! Oh, and you have to prevent the end of the world while keeping everyone from finding out it was all your fault.","['Action', '2.5D', 'Comedy', 'RPG', 'Zombies', 'Puzzle Platformer', 'Story Rich', 'Multiple Endings', 'Physics', 'Puzzle', 'Top-Down', 'Choices Matter', 'Pixel Graphics', 'Funny', 'Exploration', 'Singleplayer', 'Metroidvania', 'Horror', 'Retro', 'Platformer']"
654220,Flash Point: Fire Rescue,2018-03-29,True,True,True,Very Positive,80,119,19.99,19.99,0.0,Coordinate a squad of firefighters as they navigate the hazards of a structural fire in search of the survivors trapped inside. Flash Point: Fire Rescue is a turn-based strategy port of the acclaimed board game. A unique tactical firefighting experience to enjoy with your family and friends.,"['Casual', 'Strategy', 'Board Game', 'Indie', 'Co-op', 'Family Friendly', 'Colorful']"
684450,Surviving the Aftermath,2021-11-16,True,False,False,Mostly Positive,72,2395,29.99,29.99,0.0,"Survive and thrive in a post-apocalyptic future — resources are scarce, but opportunity calls! Build the ultimate disaster proof colony, protect your colonists, and restore civilization to a devastated world.","['Strategy', 'Simulation', 'City Builder', 'Post-apocalyptic', 'Survival', 'Colony Sim', 'Base Building', 'Building', 'Singleplayer', 'Open World', 'Management', 'Exploration', 'War', 'Difficult', 'Atmospheric', 'Tactical', 'Early Access', 'Isometric', 'Multiplayer', 'Co-op']"
696370,BROKE PROTOCOL: Online City RPG,2017-08-26,True,False,False,Very Positive,81,1507,4.99,4.99,0.0,"Everything can be modded in this city sandbox with jobs, NPCs, apartments, garages, gangs, and more. Broke Protocol is an open-world action game with a strong focus on RP and custom content. You define your own goals and identity in a persistent and reactive world.","['Early Access', 'Life Sim', 'Indie', 'Multiplayer', 'Open World', 'Sandbox', 'Moddable', 'RPG', 'Level Editor', 'Massively Multiplayer', 'Simulation', 'Action', 'Casual', 'Adventure', 'Shooter', 'Singleplayer', 'First-Person', 'Violent', 'Action-Adventure', 'Nudity']"
460120,Megadimension Neptunia VII,2016-07-05,True,False,False,Overwhelmingly Positive,95,2626,19.99,19.99,0.0,"New challengers are taking control of Gamindustri, and Neptune's nowhere in sight. Now she’s gotta help a mysterious stranger fight a colossal new evil, reclaim her Goddess title, and find some time for pudding! Go next gen with Giant Battles and multi-worlds in this JRPG!","['Anime', 'JRPG', 'Female Protagonist', 'Cute', 'RPG', 'Turn-Based', 'Strategy', 'Story Rich', 'Great Soundtrack', 'Singleplayer', 'Nudity', 'Funny', 'Visual Novel', 'Memes', 'Comedy', 'Turn-Based Combat', 'Sexual Content', 'Fantasy', 'Action', 'Third Person']"
460430,The Letter - Horror Visual Novel,2017-07-24,True,True,True,Very Positive,88,1086,19.99,19.99,0.0,"When seven people fall prey to a vicious curse, they will discover that horror rests not from the shadows lurking about, but within themselves. To what ends will one go in order to survive?","['Visual Novel', 'Horror', 'Choices Matter', 'Indie', 'Psychological Horror', 'Story Rich', 'Adventure', 'Anime', 'Mystery', 'Mature', 'Multiple Endings', 'RPG', 'Sexual Content', 'Interactive Fiction', 'Gore', 'Drama', 'Female Protagonist', 'Replay Value', 'Nonlinear', 'Dark']"
498310,RPG in a Box,2022-05-10,True,True,False,Very Positive,92,153,29.99,29.99,0.0,"Bring your stories and ideas to life! RPG in a Box lets you easily create grid-based, voxel-style games and other interactive experiences!","['Game Development', 'Animation & Modeling', 'Design & Illustration', 'RPG', 'Voxel', 'Software']"
505460,Foxhole,2022-09-28,True,False,False,Very Positive,81,26024,29.99,29.99,0.0,"Foxhole is a massively multiplayer game where thousands of players shape the outcome of a persistent online war. Every individual soldier is a player that contributes to the war effort through logistics, base building, reconnaissance, combat, and more.","['Massively Multiplayer', 'Wargame', 'Military', 'World War II', 'Base Building', 'Open World', 'Sandbox', 'War', 'Top-Down', 'PvP', 'Tactical', 'Top-Down Shooter', 'Team-Based', 'Multiplayer', 'Strategy', 'Shooter', 'Crafting', 'Co-op', 'Action', 'RPG']"
568040,Macbat 64,2017-03-17,True,False,False,Very Positive,91,282,1.99,1.99,0.0,Macbat 64 is a low poly 3D Platformer and 4:3 loveletter to the late 90s.,"['Action', 'Indie', '3D Platformer', 'Platformer', 'Retro', 'Collectathon', 'Cute', 'Colorful', 'Adventure']"
588030,Derail Valley,2019-01-25,True,False,False,Very Positive,94,2804,19.99,19.99,0.0,Drive massive trains and build your career in a vast open railway network. For both PC and VR.,"['Early Access', 'Simulation', 'Trains', 'VR', 'Realistic', 'Driving', 'Transportation', 'First-Person', 'Open World', 'Immersive Sim', 'Physics', 'Economy', 'Resource Management', 'Indie', 'Procedural Generation', 'Replay Value', 'Singleplayer', 'Adventure', 'Sandbox', 'Relaxing']"
588730,Majotori,2017-03-28,True,True,True,Overwhelmingly Positive,97,1352,5.99,5.99,0.0,How many lives will your ignorance ruin?,"['Trivia', 'Multiple Endings', 'Nonlinear', 'Dark Humor', 'Anime', 'Story Rich', 'Visual Novel', 'Perma Death', 'Adventure', 'Choices Matter', 'Choose Your Own Adventure', 'Indie', 'Stylized', 'Female Protagonist', 'LGBTQ+', 'Cute', 'Fantasy', 'Casual', 'Memes', 'Interactive Fiction']"
623280,Dungeons & Dragons: Dark Alliance,2021-06-21,True,False,False,Mixed,50,3654,29.99,29.99,0.0,"The world of Dungeons & Dragons comes to life in an explosive action brawler filled with real-time combat and dynamic co-op. Play as iconic D&D heroes and join up to three other friends to battle legendary monsters, earn powerful gear, and unlock new abilities to take on even bigger challenges.","['Co-op', 'Action', 'Dungeons & Dragons', 'Hack and Slash', 'RPG', 'Action RPG', 'Controller', 'Party-Based RPG', 'Combat', 'Dungeon Crawler', 'Fantasy', 'Hacking', 'Dragons', 'Team-Based', 'Online Co-Op', 'Third Person', '3D', 'Singleplayer', 'PvE', 'Cinematic']"
673130,AMID EVIL,2019-06-20,True,False,False,Overwhelmingly Positive,95,4854,19.99,19.99,0.0,A retro FPS for the ages! Once branded a HERETIC. Now YOU have been chosen as our champion! Reclaim our sacred weapons. Take back our ancient lands. If you can stand... AMID EVIL.,"['FPS', 'Retro', 'Dark Fantasy', 'Action', 'Shooter', 'Old School', 'Magic', 'First-Person', 'Psychedelic', 'Singleplayer', 'Surreal', 'Arena Shooter', 'Fantasy', 'Great Soundtrack', 'Beautiful', 'Atmospheric', ""1990's"", 'Sci-fi', 'Colorful', 'Soundtrack']"
755790,Ring of Elysium,2019-06-24,True,False,False,Mostly Positive,74,100444,0.0,0.0,0.0,"Escape an astonishing disaster in Ring of Elysium, a battle royale shooter developed by Aurora Studio.","['Free to Play', 'Battle Royale', 'Shooter', 'Multiplayer', 'Survival', 'FPS', 'Action', 'Massively Multiplayer', 'Third-Person Shooter', 'Early Access', 'Singleplayer', 'PvP', 'Open World', 'Co-op', '3D', 'Tactical', 'Violent', 'Gore', 'MOBA', 'First-Person']"
758980,Poker Legends: Texas Hold'em Poker Tournaments,2018-04-04,True,True,False,Mostly Positive,76,591,0.0,0.0,0.0,"Welcome to the world of Poker Legends! Live the excitement of Texas Hold’em, improve your poker skills, gain experience and make new friends from all over the world and get a chance to be the best poker player ever. 100% FREE to play! Get FREE daily chips and REWARDS for your achievements!","['Free to Play', 'Casual', 'Simulation', 'Massively Multiplayer', 'Indie', 'Card Game']"
501300,What Remains of Edith Finch,2017-04-24,True,False,False,Overwhelmingly Positive,95,28010,19.99,19.99,0.0,"What Remains of Edith Finch is a collection of strange tales about a family in Washington state. As Edith, you’ll explore the colossal Finch house, searching for stories as she explores her family history and tries to figure out why she's the last one in her family left alive.","['Story Rich', 'Atmospheric', 'Walking Simulator', 'First-Person', 'Exploration', 'Mystery', 'Adventure', 'Female Protagonist', 'Singleplayer', 'Indie', 'Great Soundtrack', 'Narration', 'Short', 'Drama', 'Psychological Horror', 'Puzzle', 'Dark', 'Horror', 'Visual Novel', 'Lovecraftian']"
573320,Underhero,2018-09-19,True,True,True,Very Positive,91,588,14.99,14.99,0.0,"Underhero is an RPG-platformer where the chosen hero has failed, and an underling of the evil king takes his place as the new hero. Use timing-based combat to defeat enemies as you venture across the land, face off against quirky bosses, and save the kingdom from your own evil boss, Mr Stitches!","['RPG', 'Platformer', 'Story Rich', 'Singleplayer', 'Pixel Graphics', 'Turn-Based Combat', 'Villain Protagonist', '2D', 'Linear', 'JRPG', 'Funny', 'Colorful', 'Cute', 'Indie', 'Adventure', '2D Platformer', 'Great Soundtrack', 'Puzzle', 'Comedy', 'Side Scroller']"
580640,End State,2022-12-01,True,False,False,Mostly Positive,72,80,19.99,19.99,0.0,"End State is a turn-based tactics game where you manage a mercenary company tracking down a terrorists in a war-torn country. Hire, gear up and gain experience for your mercenaries. Take on rebels and criminal gangs, do side contracts and explore Brekovia.","['Strategy', 'Action', 'Turn-Based Tactics', 'Early Access', 'Character Customization', 'Strategy RPG', 'RPG', 'Realistic', 'Indie', 'Violent', 'Turn-Based', 'Turn-Based Combat', 'Tactical', 'Turn-Based Strategy', 'Military', 'Stealth', 'Isometric', 'War', 'Difficult', 'Singleplayer']"
